contestant_name,age,hometown,profession,industry,num_season,finish,winner,gender,black,asian,latinx,poc,jewish,muslim,lgbt,num_appearance,state,country,region,birthdate,astrological_sign,num_boot,initial-tribe,tribe_color
Dana Lambert,32,"Winston-Salem,  NC",Cosmetologist,Healthcare & Wellness,25,14,0,F,0,0,0,0,0,0,1,1,North Carolina,US,South,12/13/79,Sagittarius,5,Kalabaw,Red
Sarah Dawson,28,"Silver Spring,  MD",Insurance Saleswoman,"Advertising, Marketing, Sales",25,13,0,F,1,0,0,1,0,0,0,1,Maryland,US,South,11/15/83,Scorpio,6,Kalabaw,Red
Katie Hanson,22,"Newark,  DE",Former Miss Delaware,"Arts, Media, Entertainment",25,12,0,F,0,0,0,0,0,0,0,1,Delaware,US,Northeast,11/29/89,Sagittarius,7,Kalabaw,Red
R.C. Saint-Amour,27,"New York,  NY",Investment Banker,"Business, Finance, Administrative",25,11,0,F,0,0,0,0,0,0,0,1,New York,US,Northeast,5/10/85,Taurus,8,Tandang,Yellow
Jeff Kent,44,"Austin,  TX",Former MLB Player,"Sports, Fitness, Recreation",25,10,0,M,0,0,0,0,0,0,0,1,Texas,US,South,3/7/68,Pisces,9,Kalabaw,Red
Artis Silvester,53,"Terrytown,  LA",Computer Engineer,"Science, Technology, Engineering, Energy",25,9,0,M,1,0,0,1,0,0,0,1,Louisiana,US,South,4/18/59,Aries,10,Tandang,Yellow
Pete Yurkowski,24,"Holmdel,  NJ",Engineer Graduate/Model,"Arts, Media, Entertainment",25,8,0,M,0,0,0,0,0,0,0,1,New Jersey,US,Northeast,3/3/88,Pisces,11,Tandang,Yellow
Jonathan Penner,50,"Los Angeles,  CA",Writer,"Arts, Media, Entertainment",25,7,0,M,0,0,0,0,1,0,0,3,California,US,West,3/5/62,Pisces,12,Kalabaw,Red
Carter Williams,24,"Shawnee,  KS",Track Coach,"Sports, Fitness, Recreation",25,6,0,M,0,0,0,0,0,0,0,1,Kansas,US,Midwest,5/26/87,Gemini,13,Kalabaw,Red
Abi-Maria Gomes,32,"Los Angeles,  CA",Business Student,Education,25,5,0,F,0,0,1,1,0,0,0,1,California,US,West,10/21/79,Libra,14,Tandang,Yellow
Malcolm Freberg,25,"Hermosa Beach,  CA",Bartender,Food and Hospitality,25,4,0,M,0,0,0,0,0,0,0,1,California,US,West,5/7/87,Taurus,15,Matsing,Blue
Lisa Whelchel,49,"Dallas,  TX",Former TV Teen Star,"Arts, Media, Entertainment",25,2,0,F,0,0,0,0,0,0,0,1,Texas,US,South,5/29/63,Gemini,17,Tandang,Yellow
Michael Skupin,50,"White Lake,  MI",Professional Speaker,"Arts, Media, Entertainment",25,2,0,M,0,0,0,0,0,0,0,2,Michigan,US,Midwest,1/29/62,Aquarius,17,Tandang,Yellow
Denise Stapley,41,"Cedar Rapids,  IA",Sex Therapist,Healthcare & Wellness,25,1,1,F,0,0,0,0,0,0,0,1,Iowa,US,Midwest,1/1/71,Capricorn,18,Matsing,Blue
Francesca Hogi,38,"Brooklyn,  NY",Attorney,"Law, Public Safety, Military",26,20,0,F,1,0,0,1,0,0,0,2,New York,US,Northeast,11/3/74,Scorpio,1,Bikal,Purple
Allie Pohevitz,25,"Oceanside,  NY",Bartender,Food and Hospitality,26,19,0,F,0,0,0,0,0,0,0,1,New York,US,Northeast,12/24/87,Capricorn,2,Gota,Orange
Hope Driskill,23,"Jefferson City,  MO",Pre-Law Student,Education,26,18,0,F,0,0,0,0,0,0,0,1,Missouri,US,Midwest,7/6/89,Cancer,3,Gota,Orange
Shamar Thomas,27,"Brooklyn,  NY",Iraq War Veteran,"Law, Public Safety, Military",26,17,0,M,1,0,0,1,0,0,0,1,New York,US,Northeast,9/27/85,Libra,4,Gota,Orange
Laura Alexander,23,"Washington,  D.C.",Administrative Officer,"Business, Finance, Administrative",26,16,0,F,0,0,0,0,0,0,0,1,"Washington,  D.C.",US,South,9/12/89,Virgo,5,Gota,Orange
Brandon Hantz,21,"Katy,  TX",Chemical Disposal,Agriculture and Environment,26,15,0,M,0,0,0,0,0,0,0,2,Texas,US,South,10/15/91,Libra,6,Bikal,Purple
Matt Bischoff,38,"Cincinnati,  OH",BMX Bike Salesman,"Advertising, Marketing, Sales",26,14,0,M,0,0,0,0,0,0,0,1,Ohio,US,Midwest,4/4/74,Aries,7,Gota,Orange
Julia Landauer,21,"Stanford,  CA",Racecar Driver,"Sports, Fitness, Recreation",26,13,0,F,0,0,0,0,0,0,0,1,California,US,West,11/12/91,Scorpio,8,Gota,Orange
Corinne Kaplan,33,"Los Angeles,  CA",Pharmaceutical Sales,"Advertising, Marketing, Sales",26,12,0,F,0,0,0,0,1,0,0,2,California,US,West,1/17/79,Capricorn,9,Bikal,Purple
Michael Snow,44,"New York,  NY",Event Planner,"Arts, Media, Entertainment",26,11,0,M,0,0,0,0,0,0,1,1,New York,US,Northeast,8/30/68,Virgo,10,Gota,Orange
Phillip Sheppard,54,"Santa Monica,  CA",Software Sales,"Advertising, Marketing, Sales",26,10,0,M,1,0,0,1,0,0,0,2,California,US,West,3/12/58,Pisces,11,Bikal,Purple
Malcolm Freberg,26,"Hermosa Beach,  CA",Bartender,Food and Hospitality,26,9,0,M,0,0,0,0,0,0,0,2,California,US,West,5/7/87,Taurus,12,Bikal,Purple
Reynold Toepfer,30,"San Francisco,  CA",Real Estate Salesman,"Advertising, Marketing, Sales",26,8,0,M,0,0,0,0,0,0,0,1,California,US,West,10/6/82,Libra,13,Gota,Orange
Andrea Boehlke,23,"New York,  NY",Entertainment Host and Writer,"Arts, Media, Entertainment",26,7,0,F,0,0,0,0,0,0,0,2,New York,US,Northeast,5/10/89,Taurus,14,Bikal,Purple
Brenda Lowe,30,"Miami,  FL",Paddleboard Company Owner,"Sports, Fitness, Recreation",26,6,0,F,0,1,1,1,0,0,0,2,Florida,US,South,11/3/82,Scorpio,15,Bikal,Purple
Erik Reichenbach,27,"Santa Clarita,  CA",Comic Book Artist,"Arts, Media, Entertainment",26,5,0,M,0,0,0,0,0,0,0,2,California,US,West,11/27/85,Sagittarius,16,Bikal,Purple
Eddie Fox,23,"East Brunswick,  NJ",Fireman/EMT,"Law, Public Safety, Military",26,4,0,M,0,0,0,0,0,0,0,1,New Jersey,US,Northeast,4/15/89,Aries,17,Gota,Orange
Sherri Biethman,41,"Boise,  ID",Fast Food Franchisee,"Business, Finance, Administrative",26,2,0,F,0,0,0,0,0,0,0,1,Idaho,US,West,9/9/71,Virgo,19,Gota,Orange
Dawn Meehan,42,"South Jordan,  UT",English professor,Education,26,2,0,F,0,0,0,0,0,0,0,2,Utah,US,West,6/29/70,Cancer,19,Gota,Orange
John Cochran,25,"Washington,  D.C.",Harvard Law Student,Education,26,1,1,M,0,0,0,0,1,0,0,2,"Washington,  D.C.",US,South,1/17/87,Capricorn,20,Bikal,Purple
Rupert Boneham,49,"Indianapolis,  IN",Troubled Teens Mentor,"Nonprofit, Social, Religious",27,20,0,M,0,0,0,0,0,0,0,4,Indiana,US,Midwest,1/27/64,Aquarius,1,Galang,Yellow
Colton Cumbie,22,"Monroeville,  AL",Student Teacher,Education,27,19,0,M,0,0,0,0,0,0,1,2,Alabama,US,South,11/22/90,Sagittarius,2,Galang,Yellow
Rachel Foulger,33,"Orem,  UT",Cocktail Waitress/Graphic Designer,Food and Hospitality,27,18,0,F,0,0,0,0,0,0,0,1,Utah,US,West,7/28/79,Leo,3,Tadhana,Red
Marissa Peterson,21,"Chapel Hill,  NC",Student,Education,27,17,0,F,1,0,0,1,0,0,0,1,North Carolina,US,South,9/25/91,Libra,4,Tadhana,Red
Candice Cody,30,"Washington,  D.C.",Physician,Healthcare & Wellness,27,16,0,F,0,0,0,0,0,0,0,3,"Washington,  D.C.",US,South,11/12/82,Scorpio,5,Galang,Yellow
Brad Culpepper,44,"Tampa,  FL",Attorney/Retired NFL Player,"Law, Public Safety, Military",27,15,0,M,0,0,0,0,0,0,0,1,Florida,US,South,5/8/69,Taurus,6,Tadhana,Red
Kat Edorsson,23,"Orlando,  FL",Full-Time Student/Sales,Education,27,14,0,F,0,0,0,0,0,0,0,2,Florida,US,South,6/22/89,Cancer,7,Galang,Yellow
John Cody,30,"Washington,  D.C.",Physician/Army Orthopedic Surgery Resident,Healthcare & Wellness,27,13,0,M,0,0,0,0,0,0,0,1,"Washington,  D.C.",US,South,5/12/83,Taurus,8,Tadhana,Red
Laura Boneham,44,"Indianapolis,  IN",Merchandiser,Retail and Consumer Services,27,12,0,F,0,0,0,0,0,0,0,1,Indiana,US,Midwest,8/29/68,Virgo,9,Tadhana,Red
Aras Baskauskas,31,"Santa Monica,  CA",Musician,"Arts, Media, Entertainment",27,11,0,M,0,0,0,0,0,0,0,2,California,US,West,9/26/81,Libra,10,Galang,Yellow
Vytas Baskauskas,33,"Santa Monica,  CA",Yoga Instructor/Math Professor,Education,27,10,0,M,0,0,0,0,0,0,0,1,California,US,West,12/8/79,Sagittarius,11,Tadhana,Red
Caleb Bankston,26,"Crossville,  AL",Post Office Manager/Farmer,Agriculture and Environment,27,9,0,M,0,0,0,0,0,0,1,1,Alabama,US,South,3/26/87,Aries,12,Tadhana,Red
Katie Collins,25,"New York,  NY",Hedge Fund Support,"Business, Finance, Administrative",27,8,0,F,0,0,0,0,0,0,0,1,New York,US,Northeast,6/27/87,Cancer,13,Tadhana,Red
Hayden Moss,27,"Tempe,  AZ",Real Estate,Real Estate & Construction,27,7,0,M,0,0,0,0,0,0,0,1,Arizona,US,West,5/27/86,Gemini,14,Tadhana,Red
Laura Morett,43,"Salem,  OR",Fitness Instructor,"Sports, Fitness, Recreation",27,6,0,F,0,0,0,0,0,0,0,2,Oregon,US,West,7/30/69,Leo,15,Galang,Yellow
Ciera Eastin,24,"Salem,  OR",Cosmetology Student,Education,27,5,0,F,0,0,0,0,0,0,0,1,Oregon,US,West,3/5/89,Pisces,16,Tadhana,Red
Tina Wesson,52,"Knoxville,  TN",Motivational Speaker,"Arts, Media, Entertainment",27,4,0,F,0,0,0,0,0,0,0,3,Tennessee,US,South,12/26/60,Capricorn,17,Galang,Yellow
Gervase Peterson,43,"Willingboro,  NJ",Cigar Lounge Owner,"Business, Finance, Administrative",27,3,0,M,1,0,0,1,0,0,0,2,New Jersey,US,Northeast,11/2/69,Scorpio,18,Galang,Yellow
Monica Culpepper,42,"Tampa,  FL",Homemaker,Childcare/Domestic,27,2,0,F,0,0,0,0,0,0,0,2,Florida,US,South,6/15/70,Gemini,19,Galang,Yellow
Tyson Apostol,34,"Heber,  UT",Former Pro Cyclist/Shop Manager,"Sports, Fitness, Recreation",27,1,1,M,0,0,0,0,0,0,0,3,Utah,US,West,6/17/79,Gemini,20,Galang,Yellow
David Samson,45,"Plantation,  FL",Miami Marlins President,"Sports, Fitness, Recreation",28,18,0,M,0,0,0,0,1,0,0,1,Florida,US,South,2/26/68,Pisces,1,Luzon,Green
Garrett Adelstein,27,"Santa Monica,  CA",Professional Poker Player,"Sports, Fitness, Recreation",28,17,0,M,0,0,0,0,1,0,0,1,California,US,West,5/16/86,Taurus,2,Luzon,Green
Brice Johnston,27,"Philadelphia,  PA",Social Worker,"Nonprofit, Social, Religious",28,16,0,M,1,0,0,1,0,0,1,1,Pennsylvania,US,Northeast,2/20/86,Pisces,3,Solana,Purple
J'Tia Taylor,31,"Chicago,  IL",Nuclear Engineer,"Science, Technology, Engineering, Energy",28,15,0,F,1,0,0,1,0,0,0,1,Illinois,US,Midwest,9/1/81,Virgo,4,Luzon,Green
Cliff Robinson,46,"Newark,  NJ",Former NBA All-Star,"Sports, Fitness, Recreation",28,14,0,M,1,0,0,1,0,0,0,1,New Jersey,US,Northeast,12/16/66,Sagittarius,5,Aparri,Orange
Lindsey Ogle,29,"Kokomo,  IN",Hairstylist,Retail and Consumer Services,28,13,0,F,0,0,0,0,0,0,0,1,Indiana,US,Midwest,9/4/83,Virgo,6,Aparri,Orange
Alexis Maxwell,21,"Addison,  IL",Student,Education,28,12,0,F,0,0,1,1,0,0,0,1,Illinois,US,Midwest,3/17/92,Pisces,7,Solana,Purple
Sarah Lacina,29,"Cedar Rapids,  IA",Police Officer,"Law, Public Safety, Military",28,11,0,F,0,0,0,0,0,0,0,1,Iowa,US,Midwest,7/9/84,Cancer,8,Aparri,Orange
Morgan McLeod,21,"San Jose,  CA",Ex-NFL Cheerleader,"Arts, Media, Entertainment",28,10,0,F,0,0,0,0,0,0,0,1,California,US,West,7/9/92,Cancer,9,Solana,Purple
LJ McKanas,34,"Boston,  MA",Horse Trainer,Agriculture and Environment,28,9,0,M,0,0,0,0,0,0,0,1,Massachusetts,US,Northeast,1/8/79,Capricorn,10,Solana,Purple
Jeremiah Wood,34,"Dobson,  NC",Male Model,"Arts, Media, Entertainment",28,8,0,M,0,0,0,0,0,0,0,1,North Carolina,US,South,6/15/79,Gemini,11,Solana,Purple
Jefra Bland,22,"Campbellsville,  KY",Miss Kentucky Teen USA,"Arts, Media, Entertainment",28,7,0,F,0,0,0,0,0,0,0,1,Kentucky,US,Midwest,7/2/90,Cancer,12,Solana,Purple
Tasha Fox,37,"St. Louis,  MO",Accountant,"Business, Finance, Administrative",28,6,0,F,1,0,0,1,0,0,0,1,Missouri,US,Midwest,1/3/77,Capricorn,13,Luzon,Green
Trish Hegarty,48,"Needham,  MA",Pilates Teacher,Education,28,5,0,F,0,0,0,0,0,0,0,1,Massachusetts,US,Northeast,10/9/65,Libra,14,Aparri,Orange
Spencer Bledsoe,21,"Chicago,  IL",Economics Student,Education,28,4,0,M,0,0,0,0,0,0,0,1,Illinois,US,Midwest,6/12/92,Gemini,15,Luzon,Green
Kass McQuillen,41,"Tehachapi,  CA",Attorney,"Law, Public Safety, Military",28,3,0,F,0,0,0,0,0,0,0,1,California,US,West,11/8/71,Scorpio,16,Luzon,Green
Woo Hwang,29,"Newport Beach,  CA",Martial Arts Instructor,"Sports, Fitness, Recreation",28,2,0,M,0,1,0,1,0,0,0,1,California,US,West,3/16/84,Pisces,17,Aparri,Orange
Tony Vlachos,39,"Jersey City,  NJ",Police Officer,"Law, Public Safety, Military",28,1,1,M,0,0,0,0,0,0,0,1,New Jersey,US,Northeast,9/10/73,Virgo,18,Aparri,Orange
Nadiya Anderson,28,"Edgewater,  NJ",Crossfit Coach/Project Coordinator,"Sports, Fitness, Recreation",29,18,0,F,0,1,0,1,0,0,0,1,New Jersey,US,Northeast,4/11/86,Aries,1,Coyopa,Orange
Val Collins,35,"Foxborough,  MA",Police Officer,"Law, Public Safety, Military",29,17,0,F,1,0,0,1,0,0,0,1,Massachusetts,US,Northeast,11/8/78,Scorpio,2,Coyopa,Orange
John Rocker,39,"Atlanta,  GA",Former MLB Player,"Sports, Fitness, Recreation",29,16,0,M,0,0,0,0,0,0,0,1,Georgia,US,South,10/17/74,Libra,3,Coyopa,Orange
Drew Christy,25,"Winter Park,  FL",Traveling Sales Representative,"Advertising, Marketing, Sales",29,15,0,M,0,0,0,0,0,0,0,1,Florida,US,South,5/18/89,Taurus,4,Hunahpu,Blue
Kelley Wentworth,28,"Seattle,  WA",Marketing Manager,"Advertising, Marketing, Sales",29,14,0,F,0,0,0,0,0,0,0,1,Washington,US,West,6/7/86,Gemini,5,Hunahpu,Blue
Dale Wentworth,55,"Ephrata,  WA",Farmer,Agriculture and Environment,29,13,0,M,0,0,0,0,0,0,0,1,Washington,US,West,3/7/59,Pisces,6,Coyopa,Orange
Julie McGee,34,"Atlanta,  GA",Model/Spray Tan Business Owner,"Arts, Media, Entertainment",29,12,0,F,0,0,0,0,0,0,0,1,Georgia,US,South,1/24/80,Aquarius,7,Hunahpu,Blue
Josh Canfield,32,"New York,  NY",Singer/Actor/Writer,"Arts, Media, Entertainment",29,11,0,M,0,0,0,0,0,0,1,1,New York,US,Northeast,7/1/81,Cancer,8,Coyopa,Orange
Jeremy Collins,36,"Foxborough,  MA",Firefighter,"Law, Public Safety, Military",29,10,0,M,1,0,0,1,0,0,0,1,Massachusetts,US,Northeast,4/16/78,Aries,9,Hunahpu,Blue
Wes Nale,24,"Shreveport,  LA",Firefighter,"Law, Public Safety, Military",29,9,0,M,0,0,0,0,0,0,0,1,Louisiana,US,South,6/19/90,Gemini,10,Coyopa,Orange
Reed Kelly,31,"New York,  NY",Broadway Performer/Model/Aerialist,"Arts, Media, Entertainment",29,8,0,M,0,0,0,0,0,0,1,1,New York,US,Northeast,9/5/82,Virgo,11,Hunahpu,Blue
Alec Christy,22,"Winter Park,  FL",Student,Education,29,7,0,M,0,0,0,0,0,0,0,1,Florida,US,South,9/7/91,Virgo,12,Coyopa,Orange
Jon Misch,26,"Waterford,  MI",Financial Assistant,"Business, Finance, Administrative",29,6,0,M,0,0,0,0,0,0,0,1,Michigan,US,Midwest,3/29/88,Aries,13,Hunahpu,Blue
Baylor Wilson,20,"Nashville,  TN",Student,Education,29,5,0,F,0,0,0,0,0,0,0,1,Tennessee,US,South,1/25/94,Aquarius,14,Coyopa,Orange
Keith Nale,53,"Shreveport,  LA",Firefighter,"Law, Public Safety, Military",29,4,0,M,0,0,0,0,0,0,0,1,Louisiana,US,South,8/16/60,Leo,15,Hunahpu,Blue
Missy Payne,47,"Dallas,  TX",Competitive Cheerleading Gym Owner,"Sports, Fitness, Recreation",29,3,0,F,0,0,0,0,0,0,0,1,Texas,US,South,6/10/67,Gemini,16,Hunahpu,Blue
Jaclyn Schultz,25,"Wyandotte,  MI",Media Buyer,"Arts, Media, Entertainment",29,2,0,F,0,0,0,0,0,0,0,1,Michigan,US,Midwest,8/16/88,Leo,17,Coyopa,Orange
Natalie Anderson,28,"Edgewater,  NJ",Crossfit Coach/Physical Therapy Student,Education,29,1,1,F,0,1,0,1,0,0,0,1,New Jersey,US,Northeast,4/11/86,Aries,18,Hunahpu,Blue
So Kim,31,"Long Beach,  CA",Retail Buyer,Retail and Consumer Services,30,18,0,F,0,1,0,1,0,0,0,1,California,US,West,1/13/83,Capricorn,1,Masaya,Yellow
Vince Sly,32,"Santa Monica,  CA",Coconut Vendor,Food and Hospitality,30,17,0,M,0,0,0,0,0,0,0,1,California,US,West,2/16/82,Aquarius,2,Nagarote,Red
Nina Poersch,51,"Palmdale,  CA",Hearing Advocate,"Nonprofit, Social, Religious",30,16,0,F,0,1,0,1,0,0,0,1,California,US,West,1/17/63,Capricorn,3,Nagarote,Red
Lindsey Cascaddan,24,"College Park,  FL",Hairdresser,Retail and Consumer Services,30,15,0,F,0,0,0,0,0,0,0,1,Florida,US,South,8/24/89,Virgo,4,Escameca,Blue
Max Dawson,37,"Topanga,  CA",Media Consultant,"Arts, Media, Entertainment",30,14,0,M,0,0,0,0,1,0,0,1,California,US,West,3/31/77,Aries,5,Masaya,Yellow
Joaquin Souberbielle,27,"Valley Stream,  NY",Marketing Director,"Advertising, Marketing, Sales",30,13,0,M,0,0,1,1,0,0,0,1,New York,US,Northeast,8/16/86,Leo,6,Masaya,Yellow
Kelly Remington,44,"Grand Island,  NY",State Trooper,"Law, Public Safety, Military",30,12,0,F,0,0,0,0,0,0,1,1,New York,US,Northeast,4/27/70,Taurus,7,Escameca,Blue
Hali Ford,25,"San Francisco,  CA",Law Student,Education,30,11,0,F,0,0,0,0,0,0,0,1,California,US,West,7/20/89,Cancer,8,Nagarote,Red
Joe Anglim,25,"Scottsdale,  AZ",Jewelry Designer,"Arts, Media, Entertainment",30,10,0,M,0,0,0,0,0,0,0,1,Arizona,US,West,9/30/88,Libra,9,Nagarote,Red
Jenn Brown,22,"Long Beach,  CA",Sailing Instructor,"Sports, Fitness, Recreation",30,9,0,F,0,0,0,0,0,0,0,1,California,US,West,1/27/92,Aquarius,10,Nagarote,Red
Shirin Oskooi,31,"San Francisco,  CA",Yahoo! Executive,"Science, Technology, Engineering, Energy",30,8,0,F,0,1,0,1,0,0,0,1,California,US,West,2/25/83,Pisces,11,Masaya,Yellow
Tyler Fredrickson,33,"Los Angeles,  CA",Ex-Talent Agent Assistant,"Arts, Media, Entertainment",30,7,0,M,0,0,0,0,0,0,0,1,California,US,West,2/26/81,Pisces,12,Masaya,Yellow
Dan Foley,47,"Gorham,  ME",Postal Worker,Transportation & Logistics,30,6,0,M,0,0,0,0,0,0,0,1,Maine,US,Northeast,2/5/67,Aquarius,13,Escameca,Blue
Sierra Dawn Thomas,27,"Roy,  UT",Barrel Racer,"Sports, Fitness, Recreation",30,5,0,F,0,0,0,0,0,0,0,1,Utah,US,West,12/18/86,Sagittarius,14,Escameca,Blue
Rodney Lavoie,24,"Boston,  MA",General Contractor,Real Estate & Construction,30,4,0,F,0,0,0,0,0,0,0,1,Massachusetts,US,Northeast,9/2/89,Virgo,15,Escameca,Blue
Will Sims II,41,"Sherman Oaks,  CA",YouTube Sensation,"Arts, Media, Entertainment",30,2,0,M,1,0,0,1,0,0,0,1,California,US,West,8/13/72,Leo,17,Nagarote,Red
Carolyn Rivera,52,"Tampa,  FL",Corporate Executive,"Business, Finance, Administrative",30,2,0,F,0,0,0,0,0,0,0,1,Florida,US,South,10/7/61,Libra,17,Nagarote,Red
Mike Holloway,38,"North Richland Hills,  TX",Oil Driller,"Science, Technology, Engineering, Energy",30,1,1,M,0,0,0,0,0,0,0,1,Texas,US,South,7/25/76,Leo,18,Escameca,Blue
Vytas Baskauskas,35,"Santa Monica,  CA",Yoga Instructor/Math Professor,Education,31,20,0,M,0,0,0,0,0,0,0,2,California,US,West,12/8/79,Sagittarius,1,Ta Keo,Green
Shirin Oskooi,32,"San Francisco,  CA",Yahoo! Executive,"Science, Technology, Engineering, Energy",31,19,0,F,0,1,0,1,0,0,0,2,California,US,West,2/25/83,Pisces,2,Ta Keo,Green
Peih-Gee Law,37,"San Francisco,  CA",Jeweler,"Arts, Media, Entertainment",31,18,0,F,0,1,0,1,0,0,0,2,California,US,West,4/7/78,Aries,3,Ta Keo,Green
Jeff Varner,49,"Greensboro,  NC",Internet Projects Manager,"Science, Technology, Engineering, Energy",31,17,0,M,0,0,0,0,0,0,1,2,North Carolina,US,South,4/16/66,Aries,4,Ta Keo,Green
Monica Padilla,30,"Queens,  NY",Law Student,Education,31,16,0,F,0,0,1,1,0,0,0,2,New York,US,Northeast,7/14/84,Cancer,5,Bayon,Pink
Terry Deitz,55,"Simsbury,  CT",Pilot,Transportation & Logistics,31,15,0,M,0,0,0,0,0,0,0,2,Connecticut,US,Northeast,10/10/59,Libra,6,Ta Keo,Green
Woo Hwang,31,"Newport Beach,  CA",Martial Arts Instructor,"Sports, Fitness, Recreation",31,14,0,M,0,1,0,1,0,0,0,2,California,US,West,3/16/84,Pisces,7,Ta Keo,Green
Kass McQuillen,42,"Tehachapi,  CA",Attorney,"Law, Public Safety, Military",31,13,0,F,0,0,0,0,0,0,0,2,California,US,West,11/8/71,Scorpio,8,Bayon,Pink
Andrew Savage,51,"San Jose,  CA",Attorney,"Law, Public Safety, Military",31,12,0,M,0,0,0,0,0,0,0,2,California,US,West,7/29/63,Leo,9,Bayon,Pink
Kelly Wiglesworth,37,"Greensboro,  NC",River Guide,"Sports, Fitness, Recreation",31,11,0,F,0,0,0,0,0,0,0,2,North Carolina,US,South,6/24/77,Cancer,10,Ta Keo,Green
Ciera Eastin,26,"Salem,  OR",Cosmetology Student,Education,31,10,0,F,0,0,0,0,0,0,0,2,Oregon,US,West,3/5/89,Pisces,11,Bayon,Pink
Stephen Fishbach,36,"New York,  NY",Corporate Consultant,"Business, Finance, Administrative",31,9,0,M,0,0,0,0,1,0,0,2,New York,US,Northeast,1/24/79,Aquarius,12,Bayon,Pink
Joe Anglim,25,"Scottsdale,  AZ",Jewelry Designer,"Arts, Media, Entertainment",31,8,0,M,0,0,0,0,0,0,0,2,Arizona,US,West,9/30/88,Libra,13,Bayon,Pink
Abi-Maria Gomes,35,"Los Angeles,  CA",Business Student,Education,31,7,0,F,0,0,1,1,0,0,0,2,California,US,West,10/21/79,Libra,14,Ta Keo,Green
Kimmi Kappenberg,42,"The Woodlands,  TX",Bartender,Food and Hospitality,31,6,0,F,0,0,0,0,0,0,0,2,Texas,US,South,11/11/72,Scorpio,15,Bayon,Pink
Keith Nale,54,"Keithville,  LA",Firefighter,"Law, Public Safety, Military",31,5,0,M,0,0,0,0,0,0,0,2,Louisiana,US,South,8/16/60,Leo,16,Bayon,Pink
Kelley Wentworth,29,"Seattle,  WA",Marketing Manager,"Advertising, Marketing, Sales",31,4,0,F,0,0,0,0,0,0,0,2,Washington,US,West,6/7/86,Gemini,17,Ta Keo,Green
Spencer Bledsoe,22,"Chicago,  IL",Economics Student,Education,31,2,0,M,0,0,0,0,0,0,0,2,Illinois,US,Midwest,6/12/92,Gemini,19,Bayon,Pink
Tasha Fox,39,"St. Louis,  MO",Accountant,"Business, Finance, Administrative",31,2,0,F,1,0,0,1,0,0,0,2,Missouri,US,Midwest,1/3/77,Capricorn,19,Bayon,Pink
Jeremy Collins,37,"Foxborough,  MA",Firefighter,"Law, Public Safety, Military",31,1,1,M,1,0,0,1,0,0,0,2,Massachusetts,US,Northeast,4/16/78,Aries,20,Bayon,Pink
Darnell Hamilton,27,"Chicago,  IL",Postal Worker,Transportation & Logistics,32,18,0,M,1,0,0,1,0,0,0,1,Illinois,US,Midwest,2/8/88,Aquarius,1,To Tang,Red
Jennifer Lanzetti,38,"Salt Lake City,  UT",Contractor,Real Estate & Construction,32,17,0,F,0,0,0,0,0,0,0,1,Utah,US,West,7/14/77,Cancer,2,To Tang,Red
Liz Markham,27,"Brooklyn,  NY",Quantitative Strategist,"Science, Technology, Engineering, Energy",32,16,0,F,0,0,0,0,0,0,0,1,New York,US,Northeast,8/14/88,Leo,3,Chan Loh,Blue
Caleb Reynolds,28,"Hopkinsville,  KY",Army Veteran,"Law, Public Safety, Military",32,15,0,M,0,0,0,0,0,0,0,1,Kentucky,US,Midwest,11/27/87,Sagittarius,4,Gondol,Yellow
Alecia Holden,24,"Dallas,  TX",Real Estate Agent,Real Estate & Construction,32,14,0,F,0,0,0,0,0,0,0,1,Texas,US,South,8/3/91,Leo,5,To Tang,Red
Anna Khait,26,"Brooklyn,  NY",Professional Poker Player,"Sports, Fitness, Recreation",32,13,0,F,0,0,0,0,0,0,0,1,New York,US,Northeast,9/17/88,Virgo,6,Gondol,Yellow
Peter Baggenstos,34,"Minneapolis,  MN",ER Doctor,Healthcare & Wellness,32,12,0,M,1,0,0,1,0,0,0,1,Minnesota,US,Midwest,7/21/80,Cancer,7,Chan Loh,Blue
Neal Gottlieb,38,"Sausalito,  CA",Ice Cream Entrepreneur,"Business, Finance, Administrative",32,11,0,M,0,0,0,0,0,0,0,1,California,US,West,2/3/77,Aquarius,8,Chan Loh,Blue
Nick Maiorano,30,"Redondo Beach,  CA",Personal Trainer,"Sports, Fitness, Recreation",32,10,0,M,0,0,0,0,0,0,0,1,California,US,West,1/28/85,Aquarius,9,Gondol,Yellow
Debbie Wanner,49,"Reading,  PA",Chemist,"Science, Technology, Engineering, Energy",32,9,0,F,0,0,0,0,0,0,0,1,Pennsylvania,US,Northeast,11/21/65,Scorpio,10,Chan Loh,Blue
Scot Pollard,40,"Carmel,  IN",Former NBA Player,"Sports, Fitness, Recreation",32,8,0,M,0,0,0,0,0,0,0,1,Indiana,US,Midwest,2/12/75,Aquarius,11,To Tang,Red
Julia Sokolowski,19,"Boston,  MA",College Student,Education,32,7,0,F,0,0,0,0,0,0,0,1,Massachusetts,US,Northeast,4/8/96,Aries,12,Gondol,Yellow
Kyle Jason,31,"Detroit,  MI",Bounty Hunter,"Law, Public Safety, Military",32,6,0,M,0,0,0,0,0,0,0,1,Michigan,US,Midwest,7/16/84,Cancer,13,To Tang,Red
Joe del Campo,71,"Vero Beach,  FL",Former FBI Agent,"Law, Public Safety, Military",32,5,0,M,0,0,0,0,0,0,0,1,Florida,US,South,7/4/43,Cancer,14,Chan Loh,Blue
