contestant_name,age,hometown,profession,num_season,finish,winner,black,asian,latinx,poc,jewish,muslim,lgbt,num_appearance,country,birthdate,num_boot,initial-tribe,"industry_Advertising, Marketing, Sales",industry_Agriculture and Environment,"industry_Arts, Media, Entertainment","industry_Business, Finance, Administrative",industry_Childcare/Domestic,industry_Education,industry_End-of-life Services,industry_Food and Hospitality,industry_Healthcare & Wellness,"industry_Law, Public Safety, Military","industry_Nonprofit, Social Services, Religious","industry_Nonprofit, Social, Religious",industry_Real Estate & Construction,industry_Retail and Consumer Services,"industry_Science, Technology, Engineering, Energy","industry_Sports, Fitness, Recreation",industry_Trades & Manufacturing,industry_Transportation & Logistics,gender_F,gender_M,gender_N,state_Alabama,state_Arizona,state_Arkansas,state_British Columbia,state_California,state_Colorado,state_Connecticut,state_Delaware,state_District of Columbia,state_Florida,state_Georgia,state_Hawaii,state_Idaho,state_Illinois,state_Indiana,state_Iowa,state_Kansas,state_Kentucky,state_Louisiana,state_Maine,state_Maryland,state_Massachusetts,state_Michigan,state_Minnesota,state_Mississippi,state_Missouri,state_Montana,state_Nebraska,state_Nevada,state_New Hampshire,state_New Jersey,state_New York,state_North Carolina,state_Ohio,state_Oklahoma,state_Ontario,state_Oregon,state_Pennsylvania,state_Puerto Rico,state_Quebec,state_Rhode Island,state_Saskatchewan ,state_South Carolina,state_South Dakota,state_Tennessee,state_Texas,state_Utah,state_Vermont,state_Virginia,state_Washington,"state_Washington,  D.C.",state_Wisconsin,state_Wyoming,region_Canada,region_Caribbean,region_Midwest,region_Northeast,region_Pacific,region_South,region_West,astrological_sign_Aquarius,astrological_sign_Aries,astrological_sign_Cancer,astrological_sign_Capricorn,astrological_sign_Gemini,astrological_sign_Leo,astrological_sign_Libra,astrological_sign_Pisces,astrological_sign_Sagittarius,astrological_sign_Scorpio,astrological_sign_Taurus,astrological_sign_Virgo,tribe_color_Black,tribe_color_Blue,tribe_color_Brown,tribe_color_Green,tribe_color_Orange,tribe_color_Pink,tribe_color_Purple,tribe_color_Red,tribe_color_Yellow,industry,gender,state,region,astrological_sign,tribe_color
Ozzy Lusth,34,"Venice,  CA",Photographer,34,12,0,0,0,1,1,0,0,1,4,US,8/23/81,9,Nuku,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Arts, Media, Entertainment",M,California,West,Virgo,Blue
Debbie Wanner,51,"Reading,  PA",Chemist,34,11,0,0,0,0,0,0,0,0,2,US,11/21/65,10,Nuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Science, Technology, Engineering, Energy",F,Pennsylvania,Northeast,Scorpio,Blue
Zeke Smith,28,"Brooklyn,  NY",Asset Manager,34,10,0,0,0,0,0,1,0,1,2,US,1/25/88,11,Nuku,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Business, Finance, Administrative",M,New York,Northeast,Aquarius,Blue
Sierra Dawn Thomas,29,"Roy,  UT",Barrel Racer,34,9,0,0,0,0,0,0,0,0,2,US,12/18/86,12,Nuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Sports, Fitness, Recreation",F,Utah,West,Sagittarius,Blue
Andrea Boehlke,27,"New York,  NY",Entertainment Host/Writer,34,8,0,0,0,0,0,0,0,0,3,US,5/10/89,13,Nuku,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Arts, Media, Entertainment",F,New York,Northeast,Taurus,Blue
Michaela Bradshaw,25,"Fort Worth,  TX",Vacation Club Sales,34,7,0,1,0,0,1,0,0,0,2,US,12/1/90,14,Mana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Advertising, Marketing, Sales",F,Texas,South,Sagittarius,Brown
Cirie Fields,45,"Norwalk,  CT",Nurse,34,6,0,1,0,0,1,0,0,0,4,US,7/18/70,15,Nuku,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Healthcare & Wellness,F,Connecticut,Northeast,Cancer,Blue
Aubry Bracco,30,"Cambridge,  MA",Social Media Marketer,34,5,0,0,0,0,0,0,0,0,2,US,11/14/85,16,Mana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Advertising, Marketing, Sales",F,Massachusetts,Northeast,Scorpio,Brown
Tai Trang,52,"San Francisco,  CA",Gardener,34,4,0,0,1,0,1,0,0,1,2,US,3/23/64,17,Nuku,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Agriculture and Environment,M,California,West,Aries,Blue
Troyzan Robertson,54,"Miami,  FL",Swimsuit Photographer,34,3,0,0,0,0,0,0,0,0,2,US,7/30/61,18,Mana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Arts, Media, Entertainment",M,Florida,South,Leo,Brown
Brad Culpepper,47,"Tampa,  FL",Attorney/Former NFL Player,34,2,0,0,0,0,0,0,0,0,2,US,5/8/69,19,Nuku,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Law, Public Safety, Military",M,Florida,South,Taurus,Blue
Sarah Lacina,32,"Marion,  IA",Police Officer,34,1,1,0,0,0,0,0,0,0,2,US,7/9/84,20,Nuku,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Law, Public Safety, Military",F,Iowa,Midwest,Cancer,Blue
Katrina Radke,46,"Excelsior,  MN",Olympian,35,18,0,0,0,0,0,0,0,0,1,US,12/17/70,1,Levu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Sports, Fitness, Recreation",F,Minnesota,Midwest,Sagittarius,Blue
Simone Nguyen,25,"New York,  NY",Diversity Advocate,35,17,0,0,1,0,1,0,0,1,1,US,5/31/91,2,Yawa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Nonprofit, Social, Religious",F,New York,Northeast,Gemini,Red
Patrick Bolton,24,"Auburn,  AL",Small Business Owner,35,16,0,0,0,0,0,0,0,0,1,US,3/6/92,3,Yawa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"Business, Finance, Administrative",M,Alabama,South,Pisces,Red
Alan Ball,31,"Houston,  TX",NFL Player,35,15,0,1,0,0,1,0,0,0,1,US,3/29/85,4,Levu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Sports, Fitness, Recreation",M,Texas,South,Aries,Blue
Roark Luskin,27,"Santa Monica,  CA",Social Worker,35,14,0,0,0,0,0,0,0,0,1,US,11/30/89,5,Soko,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Nonprofit, Social, Religious",F,California,West,Sagittarius,Yellow
Ali Elliott,24,"Los Angeles,  CA",Celebrity Assistant,35,13,0,1,0,0,1,0,0,0,1,US,11/13/92,6,Yawa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Arts, Media, Entertainment",F,California,West,Scorpio,Red
Jessica Johnston,29,"Louisville,  KY",Nurse Practitioner,35,12,0,0,0,0,0,0,0,0,1,US,4/5/87,7,Soko,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Healthcare & Wellness,F,Kentucky,Midwest,Aries,Yellow
Desi Williams,27,"Newport News,  VA",Physical Therapist,35,11,0,1,0,0,1,0,0,0,1,US,6/14/89,8,Soko,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Healthcare & Wellness,F,Virginia,South,Gemini,Yellow
Cole Medders,24,"Little Rock,  AR",Wilderness Therapy Guide,35,10,0,0,0,0,0,0,0,0,1,US,9/18/92,9,Soko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Sports, Fitness, Recreation",M,Arkansas,South,Virgo,Yellow
JP Hilsabeck,28,"Los Angeles,  CA",Firefighter,35,9,0,0,0,0,0,0,0,0,1,US,6/22/88,10,Levu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Law, Public Safety, Military",M,California,West,Cancer,Blue
Joe Mena,34,"Tolland,  CT",Probation Officer,35,8,0,0,0,1,1,0,0,0,1,US,3/15/83,11,Soko,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Law, Public Safety, Military",M,Connecticut,Northeast,Pisces,Yellow
Lauren Rimmer,35,"Beaufort,  NC",Fisherwoman,35,7,0,0,0,0,0,0,0,1,1,US,3/6/82,12,Yawa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Agriculture and Environment,F,North Carolina,South,Pisces,Red
Ashley Nolan,26,"Satellite Beach,  FL",Lifeguard,35,6,0,0,0,0,0,0,0,0,1,US,9/17/90,13,Levu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Sports, Fitness, Recreation",F,Florida,South,Virgo,Blue
Mike Zahalsky,43,"Parkland,  FL",Urologist,35,5,0,0,0,0,0,1,0,0,1,US,9/11/73,14,Soko,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Healthcare & Wellness,M,Florida,South,Virgo,Yellow
Devon Pinto,24,"Solana Beach,  CA",Surf Instructor,35,4,0,0,0,1,1,0,0,0,1,US,3/6/93,15,Yawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"Sports, Fitness, Recreation",M,California,West,Pisces,Red
Ryan Ulrich,23,"North Arlington,  NJ",Bellhop,35,3,0,0,0,0,0,0,0,0,1,US,9/8/93,16,Yawa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Food and Hospitality,M,New Jersey,Northeast,Virgo,Red
Chrissy Hofbeck,46,"Lebanon Township,  NJ",Actuary,35,2,0,0,0,0,0,0,0,0,1,US,3/9/71,17,Levu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Business, Finance, Administrative",F,New Jersey,Northeast,Pisces,Blue
Ben Driebergen,34,"Boise,  ID",Marine,35,1,1,0,0,0,0,0,0,0,1,US,1/1/83,18,Levu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Law, Public Safety, Military",M,Idaho,West,Capricorn,Blue
Stephanie Gonzalez,26,"Ocala,  FL",Graphic Saleswoman,36,20,0,0,0,1,1,0,0,0,1,US,4/22/91,1,Malolo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Advertising, Marketing, Sales",F,Florida,South,Taurus,Orange
Jacob Derwin,22,"Merrick,  NY",Music Teacher,36,19,0,0,0,0,0,1,0,0,1,US,6/1/95,2,Malolo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Education,M,New York,Northeast,Gemini,Orange
Morgan Ricke,29,"Orlando,  FL",Marine Animal Trainer,36,18,0,0,0,0,0,0,0,0,1,US,8/6/87,3,Naviti,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Agriculture and Environment,F,Florida,South,Leo,Purple
Brendan Shapiro,41,"Herndon,  VA",Physical Education Teacher,36,17,0,0,0,0,0,0,0,0,1,US,6/17/76,4,Malolo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Education,M,Virginia,South,Gemini,Orange
Stephanie Johnson,34,"Chicago,  IL",Yoga Instructor,36,16,0,0,0,0,0,0,0,0,1,US,9/10/82,5,Malolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Sports, Fitness, Recreation",F,Illinois,Midwest,Virgo,Orange
James Lim,24,"New York,  NY",Business Analyst,36,15,0,0,1,0,1,0,0,0,1,US,3/17/93,6,Malolo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Business, Finance, Administrative",M,New York,Northeast,Pisces,Orange
Bradley Kleihege,26,"Los Angeles,  CA",Law Student,36,14,0,0,0,0,0,0,0,0,1,US,9/14/90,7,Naviti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Education,M,California,West,Virgo,Purple
Chris Noble,27,"Brooklyn,  NY",Male Model,36,13,0,0,0,0,0,0,0,0,1,US,12/4/89,8,Naviti,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Arts, Media, Entertainment",M,New York,Northeast,Sagittarius,Purple
Libby Vincek,24,"Nashville,  TN",Social Media Strategist,36,12,0,0,0,0,0,0,0,0,1,US,8/24/92,9,Malolo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Advertising, Marketing, Sales",F,Tennessee,South,Virgo,Orange
Desiree Afuye,21,"Brooklyn,  NY",Student,36,11,0,1,0,0,1,0,0,0,1,US,2/3/96,10,Naviti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Education,F,New York,Northeast,Aquarius,Purple
Jenna Bowman,23,"Venice Beach,  CA",Advertising Account Executive,36,10,0,0,0,0,0,0,0,0,1,US,11/10/93,11,Malolo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Business, Finance, Administrative",F,California,West,Scorpio,Orange
Michael Yerger,18,"Los Angeles,  CA",Real Estate Agent,36,9,0,0,0,0,0,0,0,0,1,US,7/20/98,12,Malolo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Real Estate & Construction,M,California,West,Cancer,Orange
Chelsea Townsend,24,"Los Angeles,  CA",EMT/Pro Cheerleader,36,8,0,0,0,0,0,0,0,0,1,US,5/25/92,13,Naviti,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare & Wellness,F,California,West,Gemini,Purple
